"Accreditation Rates"
4/3/2023

Year,Division,School,Indicator,Subgroup,"Level Code","Percent Passing","Percent Passing With Recovery","Percent Showing Growth","Percent Showing EL Progress or Proficiency","Accreditation Combined Rate","No Proficiency or Growth"
2022,"Fairfax County Public Schools","Rocky Run Middle","Achievement Gap - English","Students with Disabilities",SCH,60,7,15,3,84,16
2022,"Fairfax County Public Schools","Rocky Run Middle","Achievement Gap - English",White,SCH,92,3,1,0,97,3
2022,"Fairfax County Public Schools","Rocky Run Middle","Achievement Gap - Math",Asian,SCH,95,3,1,,100,0
2022,"Fairfax County Public Schools","Rocky Run Middle","Achievement Gap - Math",Black,SCH,73,11,7,,91,9
2022,"Fairfax County Public Schools","Rocky Run Middle","Achievement Gap - Math","Economically Disadvantaged",SCH,74,12,8,,94,6
2022,"Fairfax County Public Schools","Rocky Run Middle","Achievement Gap - Math","English Learners",SCH,69,15,13,,96,4
2022,"Fairfax County Public Schools","Rocky Run Middle","Achievement Gap - Math",Hispanic,SCH,71,14,9,,94,6
2022,"Fairfax County Public Schools","Rocky Run Middle","Achievement Gap - Math","Multiple Races",SCH,89,6,2,,96,4
2022,"Fairfax County Public Schools","Rocky Run Middle","Achievement Gap - Math","Students with Disabilities",SCH,54,12,15,,81,19
2022,"Fairfax County Public Schools","Rocky Run Middle","Achievement Gap - Math",White,SCH,85,8,2,,94,6
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Academic Achievement - English","All Students",SCH,75,6,8,4,92,8
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Academic Achievement - Math","All Students",SCH,75,10,9,,94,6
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Academic Achievement - Science","All Students",SCH,71,,,,,
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - English",Asian,SCH,79,7,5,7,97,3
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - English",Black,SCH,69,7,13,0,89,11
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,58,10,17,8,93,7
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - English","English Learners",SCH,56,11,21,12,100,0
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - English",Hispanic,SCH,57,9,14,11,91,9
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - English","Multiple Races",SCH,83,0,4,0,87,13
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - English","Students with Disabilities",SCH,54,6,15,4,79,21
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - English",White,SCH,80,5,7,2,93,7
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - Math",Asian,SCH,77,14,9,,100,0
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - Math",Black,SCH,56,12,19,,88,12
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,51,13,24,,89,11
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - Math","English Learners",SCH,64,16,19,,99,1
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - Math",Hispanic,SCH,56,14,21,,91,9
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - Math","Multiple Races",SCH,92,8,0,,100,0
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - Math","Students with Disabilities",SCH,70,9,11,,89,11
2022,"Fairfax County Public Schools","Rolling Valley Elementary","Achievement Gap - Math",White,SCH,86,5,2,,94,6
2022,"Fairfax County Public Schools","Rose Hill Elementary","Academic Achievement - English","All Students",SCH,62,11,18,3,94,6
2022,"Fairfax County Public Schools","Rose Hill Elementary","Academic Achievement - Math","All Students",SCH,54,15,23,,93,7
2022,"Fairfax County Public Schools","Rose Hill Elementary","Academic Achievement - Science","All Students",SCH,82,,,,,
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - English",Asian,SCH,64,6,18,3,91,9
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - English",Black,SCH,48,25,13,0,85,15
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,52,13,25,6,96,4
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - English","English Learners",SCH,52,14,25,7,99,1
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - English",Hispanic,SCH,59,12,21,6,97,3
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - English","Multiple Races",SCH,64,9,27,0,100,0
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - English","Students with Disabilities",SCH,41,6,36,4,87,13
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - English",White,SCH,72,6,14,1,93,7
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - Math",Asian,SCH,58,14,25,,97,3
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - Math",Black,SCH,23,14,29,,66,34
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,45,16,31,,93,7
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - Math","English Learners",SCH,50,21,29,,100,0
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - Math",Hispanic,SCH,55,20,22,,97,3
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - Math","Multiple Races",SCH,55,9,36,,100,0
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - Math","Students with Disabilities",SCH,33,17,38,,88,12
2022,"Fairfax County Public Schools","Rose Hill Elementary","Achievement Gap - Math",White,SCH,63,10,20,,93,7
2022,"Fairfax County Public Schools","Sandburg Middle","Academic Achievement - English","All Students",SCH,71,5,10,1,87,13
2022,"Fairfax County Public Schools","Sandburg Middle","Academic Achievement - Math","All Students",SCH,56,10,15,,80,20
2022,"Fairfax County Public Schools","Sandburg Middle","Academic Achievement - Science","All Students",SCH,65,,,,,
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - English",Asian,SCH,83,6,2,1,93,7
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - English",Black,SCH,61,4,12,0,76,24
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - English","Economically Disadvantaged",SCH,56,7,15,2,80,20
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - English","English Learners",SCH,52,9,22,4,87,13
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - English",Hispanic,SCH,57,7,17,3,83,17
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - English","Multiple Races",SCH,82,6,3,0,91,9
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - English","Students with Disabilities",SCH,35,4,30,0,68,32
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - English",White,SCH,89,3,3,0,95,5
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - Math",Asian,SCH,69,9,8,,86,14
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - Math",Black,SCH,43,7,21,,71,29
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - Math","Economically Disadvantaged",SCH,39,10,23,,71,29
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - Math","English Learners",SCH,38,12,32,,82,18
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - Math",Hispanic,SCH,40,10,23,,74,26
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - Math","Multiple Races",SCH,73,6,8,,87,13
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - Math","Students with Disabilities",SCH,27,7,25,,59,41
2022,"Fairfax County Public Schools","Sandburg Middle","Achievement Gap - Math",White,SCH,75,11,5,,90,10
2022,"Fairfax County Public Schools","Sangster Elementary","Academic Achievement - English","All Students",SCH,96,2,1,0,100,0
2022,"Fairfax County Public Schools","Sangster Elementary","Academic Achievement - Math","All Students",SCH,94,5,1,,99,1
2022,"Fairfax County Public Schools","Sangster Elementary","Academic Achievement - Science","All Students",SCH,99,,,,,
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - English",Asian,SCH,97,1,1,0,99,1
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - English",Black,SCH,100,0,0,0,100,0
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,90,7,0,0,97,3
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - English","English Learners",SCH,82,11,5,0,98,2
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - English",Hispanic,SCH,92,4,4,0,100,0
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - English","Multiple Races",SCH,93,4,4,0,100,0
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - English","Students with Disabilities",SCH,85,5,8,0,98,2
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - English",White,SCH,97,2,0,0,99,1
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - Math",Asian,SCH,98,2,0,,100,0
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - Math",Black,SCH,91,7,2,,100,0
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,79,18,3,,100,0
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - Math","English Learners",SCH,80,17,2,,100,0
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - Math",Hispanic,SCH,90,8,0,,98,2
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - Math","Multiple Races",SCH,95,4,2,,100,0
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - Math","Students with Disabilities",SCH,80,11,5,,95,5
2022,"Fairfax County Public Schools","Sangster Elementary","Achievement Gap - Math",White,SCH,94,4,1,,99,1
2022,"Fairfax County Public Schools","Saratoga Elementary","Academic Achievement - English","All Students",SCH,68,8,14,1,91,9
2022,"Fairfax County Public Schools","Saratoga Elementary","Academic Achievement - Math","All Students",SCH,63,12,12,,87,13
2022,"Fairfax County Public Schools","Saratoga Elementary","Academic Achievement - Science","All Students",SCH,76,,,,,
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - English",Asian,SCH,72,8,12,0,92,8
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - English",Black,SCH,63,4,22,0,89,11
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,59,10,18,1,90,10
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - English","English Learners",SCH,62,12,21,3,98,2
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - English",Hispanic,SCH,61,11,18,3,92,8
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - English","Multiple Races",SCH,70,17,9,0,96,4
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - English","Students with Disabilities",SCH,43,4,28,0,76,24
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - English",White,SCH,74,7,8,1,90,10
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - Math",Asian,SCH,64,15,13,,91,9
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - Math",Black,SCH,60,13,10,,83,17
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,55,14,17,,86,14
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - Math","English Learners",SCH,64,14,20,,97,3
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - Math",Hispanic,SCH,57,13,18,,88,12
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - Math","Multiple Races",SCH,65,10,10,,85,15
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - Math","Students with Disabilities",SCH,33,8,22,,63,37
2022,"Fairfax County Public Schools","Saratoga Elementary","Achievement Gap - Math",White,SCH,69,9,10,,87,13
2022,"Fairfax County Public Schools","Sherman Elementary","Academic Achievement - English","All Students",SCH,89,4,3,0,95,5
2022,"Fairfax County Public Schools","Sherman Elementary","Academic Achievement - Math","All Students",SCH,89,6,3,,98,2
2022,"Fairfax County Public Schools","Sherman Elementary","Academic Achievement - Science","All Students",SCH,88,,,,,
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - English",Asian,SCH,94,0,0,0,94,6
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - English",Black,SCH,<,<,<,<,<,<
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,88,13,0,0,100,0
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - English","English Learners",SCH,89,3,9,0,100,0
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - English",Hispanic,SCH,88,6,0,0,94,6
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - English","Multiple Races",SCH,100,0,0,0,100,0
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - English","Students with Disabilities",SCH,69,14,6,0,89,11
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - English",White,SCH,84,7,5,0,95,5
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - Math",Asian,SCH,97,2,0,,98,2
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - Math",Black,SCH,<,<,<,,<,<
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,80,20,0,,100,0
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - Math","English Learners",SCH,91,8,2,,100,0
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - Math",Hispanic,SCH,88,6,6,,100,0
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - Math","Multiple Races",SCH,100,0,0,,100,0
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - Math","Students with Disabilities",SCH,65,16,11,,92,8
2022,"Fairfax County Public Schools","Sherman Elementary","Achievement Gap - Math",White,SCH,82,10,5,,97,3
2022,"Fairfax County Public Schools","Shrevewood Elementary","Academic Achievement - English","All Students",SCH,76,5,10,4,95,5
2022,"Fairfax County Public Schools","Shrevewood Elementary","Academic Achievement - Math","All Students",SCH,77,5,14,,96,4
2022,"Fairfax County Public Schools","Shrevewood Elementary","Academic Achievement - Science","All Students",SCH,85,,,,,
2022,"Fairfax County Public Schools","Shrevewood Elementary","Achievement Gap - English",Asian,SCH,91,4,1,3,99,1
2022,"Fairfax County Public Schools","Shrevewood Elementary","Achievement Gap - English",Black,SCH,74,0,9,0,83,17
2022,"Fairfax County Public Schools","Shrevewood Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,49,8,26,8,91,9
2022,"Fairfax County Public Schools","Shrevewood Elementary","Achievement Gap - English","English Learners",SCH,56,10,22,9,97,3
2022,"Fairfax County Public Schools","Shrevewood Elementary","Achievement Gap - English",Hispanic,SCH,41,9,31,9,90,10
